source,target,amount,is_fraud
U00676,B04046,1352.98,0
U00837,B04047,3494.54,0
U00367,B04048,1401.35,0
U00608,B04049,43494.73,1
U00048,B04050,5278.41,0
U00615,B04051,2280.49,0
U00870,B04052,3868.62,0
U00929,B04053,43067.38,1
U00174,B04054,23574.1,1
U00128,B04055,50470.56,1
U00161,B04056,94665.69,1
U00330,B04057,40319.68,1
U00531,B04058,5959.56,0
U00594,B04059,2363.72,0
U00206,B04060,345.28,0
U00883,B04061,83016.26,1
U00987,B04062,654.26,0
U00157,B04063,1329.43,0
U00235,B04064,1776.07,0
U00295,B04065,14472.59,1
U00478,B04066,260.81,0
U00105,B04067,49329.26,1
U00211,B04068,1076.39,0
U00777,B04069,9590.76,1
U00024,B04070,35460.29,1
U00087,B04071,3907.26,0
U00929,B04072,630.49,0
U00485,B04073,365.21,0
U00483,B04074,79058.13,1
U00768,B04075,3813.41,0
U00850,B04076,870.91,0
U00065,B04077,1040.32,0
U00396,B04078,94689.81,1
U00741,B04079,1123.14,0
U00150,B04080,4023.37,1
U00033,B04081,932.66,0
U00527,B04082,94.77,0
U00676,B04083,109.86,0
U00045,B04084,1115.84,0
U00695,B04085,1456.18,0
U00524,B04086,946.43,0
U00812,B04087,795.02,0
U00425,B04088,2395.56,0
U00035,B04089,1450.93,0
U00817,B04090,26855.76,1
U00568,B04091,401.53,0
U00899,B04092,15636.06,1
U00164,B04093,547.0,0
U00702,B04094,35352.04,1
U00867,B04095,4796.77,0
U00086,B04096,580.76,0
U00850,B04097,10850.83,1
U00597,B04098,194.59,0
U00030,B04099,3260.43,0
U00620,B04100,983.41,0
U00905,B04101,4180.96,1
U00494,B04102,1610.72,0
U00538,B04103,87306.01,1
U00100,B04104,3955.73,0
U00751,B04105,7809.96,1
U00543,B04106,20885.64,1
U00665,B04107,543.89,0
U00304,B04108,1351.89,0
U00607,B04109,788.21,0
U00321,B04110,1697.85,0
U00696,B04111,16614.62,1
U00577,B04112,315.72,0
U00899,B04113,3883.36,0
U00807,B04114,4434.35,0
U00695,B04115,25336.71,1
U00773,B04116,213.29,0
U00331,B04117,813.74,0
U00157,B04118,16390.87,1
U00998,B04119,73.51,0
U00362,B04120,1316.55,0
U00574,B04121,26869.5,1
U00398,B04122,3496.73,0
U00219,B04123,52.86,0
U00552,B04124,271.31,0
U00430,B04125,32.83,0
U00844,B04126,3640.96,0
U00180,B04127,969.18,0
U00340,B04128,1408.9,0
U00303,B04129,466.08,0
U00307,B04130,2091.39,0
U00652,B04131,16151.63,1
U00194,B04132,157.67,0
U00789,B04133,10315.39,1
U00460,B04134,7195.84,0
U00461,B04135,114.19,0
U00094,B04136,1638.48,0
U00382,B04137,1307.17,0
U00007,B04138,1219.25,0
U00804,B04139,2036.67,0
U00125,B04140,11788.35,1
U00454,B04141,43286.26,1
U00723,B04142,874.89,0
U00258,B04143,2230.58,0
U00308,B04144,332.45,0
U00529,B04145,2977.69,0
U00958,B04146,5744.4,1
U00643,B04147,45029.52,1
U00567,B04148,1635.7,1
U00858,B04149,68515.35,1
U00289,B04150,2453.29,0
U00265,B04151,5693.35,0
U00657,B04152,5844.5,0
U00458,B04153,38189.99,1
U00326,B04154,5556.07,0
U00240,B04155,332.32,0
U00403,B04156,5779.67,0
U00742,B04157,1991.24,0
U00236,B04158,321.03,0
U00277,B04159,38104.7,1
U00918,B04160,595.03,0
U00130,B04161,2990.5,0
U00708,B04162,38455.28,1
U00910,B04163,818.08,0
U00436,B04164,1476.04,0
U00779,B04165,1284.31,0
U00137,B04166,90576.79,1
U00627,B04167,1991.16,0
U00636,B04168,1160.94,0
U00693,B04169,4049.34,0
U00506,B04170,992.97,0
U00003,B04171,894.66,0
U00704,B04172,16884.71,1
U00200,B04173,3936.13,0
U00324,B04174,179.42,0
U00157,B04175,3961.93,0
U00361,B04176,5609.29,0
U00619,B04177,2322.48,0
U00622,B04178,515.23,0
U00076,B04179,216.53,0
U00911,B04180,304.35,0
U00538,B04181,235.26,0
U00632,B04182,1575.7,0
U00218,B04183,582.16,0
U00387,B04184,32195.14,1
U00399,B04185,66.53,0
U00404,B04186,4937.75,0
U00728,B04187,10841.18,1
U00479,B04188,12786.57,1
U00256,B04189,9086.11,1
U00250,B04190,2412.91,0
U00271,B04191,1867.28,0
U00400,B04192,49970.52,1
U00353,B04193,1384.94,0
U00339,B04194,2754.18,0
U00997,B04195,21556.97,1
U00831,B04196,25103.59,1
U00318,B04197,20045.93,1
U00140,B04198,307.56,0
U00827,B04199,1915.96,0
U00563,B04200,16428.14,1
U00252,B04201,496.19,0
U00532,B04202,2615.15,0
U00986,B04203,1658.05,0
U00959,B04204,1686.85,0
U00980,B04205,1210.06,0
U00826,B04206,22652.03,1
U00941,B04207,1189.04,0
U00670,B04208,1363.58,0
U00607,B04209,24101.11,1
U00862,B04210,629.21,0
U00237,B04211,37.3,0
U00936,B04212,17415.87,1
U00830,B04213,1815.63,0
U00554,B04214,4299.88,0
U00144,B04215,1414.57,0
U00818,B04216,5223.09,1
U00626,B04217,3010.61,0
U00021,B04218,3155.05,1
U00254,B04219,692.48,0
U00255,B04220,9710.78,1
U00763,B04221,4631.47,1
U00889,B04222,489.39,0
U00056,B04223,9430.27,0
U00463,B04224,833.98,0
U00421,B04225,19875.83,1
U00126,B04226,1982.43,0
U00534,B04227,223.96,0
U00053,B04228,4269.01,0
U00528,B04229,299.8,0
U00140,B04230,2572.64,0
U00167,B04231,2976.41,0
U00583,B04232,1409.51,0
U00895,B04233,2130.98,0
U00685,B04234,995.62,0
U00479,B04235,1161.57,0
U00316,B04236,1209.98,0
U00529,B04237,1280.4,0
U00535,B04238,334.63,0
U00535,B04239,744.96,0
U00234,B04240,297.35,0
U00325,B04241,53673.77,1
U00309,B04242,1048.49,0
U00327,B04243,1208.39,0
U00792,B04244,2671.39,0
U00482,B04245,3578.77,0
U00028,B04246,2685.44,0
U00580,B04247,16936.25,1
U00821,B04248,4335.53,0
U00128,B04249,20285.34,1
U00277,B04250,10996.83,1
U00941,B04251,5441.47,0
U00556,B04252,2170.88,0
U00639,B04253,2697.2,0
U00786,B04254,459.05,0
U00850,B04255,3622.14,0
U00365,B04256,182.24,0
U00578,B04257,4635.31,0
U00202,B04258,3432.57,0
U00819,B04259,1010.06,0
U00082,B04260,3200.15,0
U00042,B04261,27368.24,1
U00475,B04262,9399.37,0
U00574,B04263,22391.33,1
U00737,B04264,736.17,0
U00806,B04265,15239.38,1
U00632,B04266,1528.85,0
U00718,B04267,1712.17,0
U00287,B04268,4697.98,0
U00147,B04269,1318.28,0
U00605,B04270,897.93,0
U00484,B04271,49.61,0
U00402,B04272,2886.6,0
U00853,B04273,2936.37,0
U00009,B04274,71.75,0
U00279,B04275,2713.3,1
U00644,B04276,24112.34,1
U00648,B04277,12871.51,1
U00222,B04278,664.06,0
U00005,B04279,2754.98,0
U00074,B04280,3881.09,0
U00893,B04281,14.48,0
U00705,B04282,2079.93,0
U00303,B04283,27294.29,1
U00931,B04284,22713.87,1
U00421,B04285,3318.72,0
U00160,B04286,6981.77,1
U00006,B04287,48397.87,1
U00607,B04288,1303.79,0
U00688,B04289,9621.62,1
U00559,B04290,123.02,0
U00095,B04291,248.77,0
U00576,B04292,3375.37,0
U00776,B04293,3389.89,0
U00116,B04294,505.68,0
U00756,B04295,2103.52,0
U00375,B04296,3952.24,0
U00129,B04297,414.14,0
U00586,B04298,4634.35,0
U00552,B04299,3260.04,0
U00485,B04300,8249.52,0
U00514,B04301,1688.14,0
U00253,B04302,2455.32,0
U00349,B04303,40064.93,1
U00774,B04304,7441.53,1
U00110,B04305,737.19,0
U00056,B04306,2092.52,0
U00967,B04307,22696.85,1
U00827,B04308,21229.22,1
U00028,B04309,69598.33,1
U00615,B04310,9373.56,1
U00372,B04311,44327.46,1
U00003,B04312,895.25,0
U00956,B04313,8186.47,1
U00042,B04314,529.23,0
U00716,B04315,436.16,0
U00309,B04316,43883.34,1
U00536,B04317,15.83,0
U00821,B04318,2.99,0
U00696,B04319,2279.92,0
U00134,B04320,1743.35,0
U00359,B04321,1157.56,0
U00827,B04322,3192.79,0
U00042,B04323,3515.05,0
U00987,B04324,4650.9,0
U00037,B04325,438.32,0
U00211,B04326,394.13,0
U00218,B04327,358.28,0
U00996,B04328,925.92,0
U00554,B04329,205.19,0
U00279,B04330,1469.14,0
U00783,B04331,152.46,0
U00111,B04332,244.9,0
U00082,B04333,2634.46,0
U00555,B04334,2199.58,0
U00443,B04335,7386.99,1
U00155,B04336,39311.99,1
U00504,B04337,67682.0,1
U00995,B04338,3324.83,0
U00709,B04339,41724.19,1
U00070,B04340,2454.7,0
U00911,B04341,2090.91,0
U00523,B04342,917.25,0
U00788,B04343,7433.27,0
U00803,B04344,320.45,0
U00622,B04345,418.15,0
U00174,B04346,95366.81,1
U00230,B04347,23195.5,1
U00725,B04348,722.43,0
U00600,B04349,67593.81,1
U00233,B04350,15911.2,1
U00812,B04351,2078.94,1
U00508,B04352,19156.9,1
U00351,B04353,599.5,0
U00833,B04354,18292.4,1
U00416,B04355,63.24,0
U00943,B04356,1585.77,0
U00695,B04357,12301.46,1
U00368,B04358,5875.94,0
U00973,B04359,1684.46,0
U00241,B04360,338.8,0
U00266,B04361,2413.37,0
U00977,B04362,489.76,0
U00628,B04363,2615.91,0
U00525,B04364,119.49,0
U00147,B04365,899.48,0
U00054,B04366,2228.9,0
U00213,B04367,568.48,0
U00485,B04368,3382.28,1
U00776,B04369,40181.79,1
U00105,B04370,6499.83,0
U00103,B04371,1366.82,0
U00595,B04372,6753.52,0
U00694,B04373,1189.45,0
U00935,B04374,3590.26,0
U00445,B04375,89776.2,1
U00113,B04376,41.63,0
U00821,B04377,1520.59,0
U00075,B04378,4137.88,1
U00404,B04379,53209.69,1
U00184,B04380,15362.07,1
U00989,B04381,1438.49,0
U00200,B04382,1356.4,0
U00653,B04383,29828.42,1
U00486,B04384,1313.54,0
U00906,B04385,19521.34,1
U00677,B04386,1161.59,0
U00764,B04387,6262.49,0
U00447,B04388,1624.6,0
U00802,B04389,32806.33,1
U00441,B04390,6273.02,1
U00500,B04391,801.31,0
U00348,B04392,68919.06,1
U00585,B04393,9426.54,1
U00291,B04394,3920.54,0
U00933,B04395,12439.53,1
U00304,B04396,2010.24,0
U00233,B04397,9937.42,0
U00485,B04398,343.37,0
U00797,B04399,119.15,0
U00905,B04400,3557.31,0
U00659,B04401,6279.45,0
U00941,B04402,3037.75,0
U00305,B04403,8920.8,1
U00456,B04404,3765.93,0
U00733,B04405,224.29,0
U00550,B04406,424.15,0
U00968,B04407,96471.62,1
U00709,B04408,20102.33,1
U00668,B04409,1960.74,0
U00585,B04410,6657.71,0
U00494,B04411,17710.93,1
U00987,B04412,12273.13,1
U00208,B04413,2661.99,0
U00956,B04414,28632.19,1
U00034,B04415,315.65,0
U00980,B04416,40547.78,1
U00602,B04417,327.24,0
U00475,B04418,26069.06,1
U00834,B04419,19502.63,1
U00540,B04420,1306.86,0
U00997,B04421,84809.7,1
U00914,B04422,6638.4,0
U00743,B04423,2283.05,0
U00459,B04424,693.17,0
U00095,B04425,1181.53,0
U00574,B04426,595.17,0
U00234,B04427,493.36,0
U00893,B04428,3578.25,0
U00262,B04429,2899.76,0
U00685,B04430,1415.4,0
U00333,B04431,3748.82,0
U00896,B04432,31071.91,1
U00927,B04433,2463.71,0
U00102,B04434,19203.57,1
U00567,B04435,312.88,0
U00503,B04436,3050.76,1
U00379,B04437,3856.94,0
U00967,B04438,2432.93,0
U00862,B04439,4612.56,0
U00369,B04440,3147.13,0
U00572,B04441,799.74,0
U00546,B04442,637.9,0
U00522,B04443,356.88,0
U00264,B04444,7063.94,0
U00741,B04445,8017.8,1
U00222,B04446,1734.0,0
U00195,B04447,55792.75,1
U00147,B04448,15999.63,1
U00579,B04449,8213.22,1
U00011,B04450,2331.61,0
U00626,B04451,3488.97,1
U00265,B04452,20394.52,1
U00242,B04453,32730.05,1
U00149,B04454,8811.57,1
U00327,B04455,4215.32,0
U00490,B04456,871.91,0
U00201,B04457,3247.57,0
U00094,B04458,9484.83,1
U00699,B04459,1553.55,0
U00829,B04460,166.08,0
U00269,B04461,3217.31,0
U00900,B04462,1676.24,0
U00335,B04463,16484.1,1
U00238,B04464,65639.81,1
U00428,B04465,5617.86,1
U00530,B04466,1810.09,0
U00425,B04467,1643.71,0
U00801,B04468,99360.55,1
U00345,B04469,2560.12,0
U00333,B04470,1181.71,0
U00373,B04471,1113.77,1
U00237,B04472,1771.14,0
U00658,B04473,679.5,0
U00678,B04474,688.6,0
U00468,B04475,3421.7,1
U00715,B04476,5799.63,0
U00541,B04477,1660.95,0
U00788,B04478,2758.42,0
U00020,B04479,1857.04,0
U00678,B04480,10923.89,1
U00061,B04481,1126.37,0
U00610,B04482,623.99,0
U00088,B04483,1.77,0
U00604,B04484,1545.26,0
U00126,B04485,1039.44,0
U00500,B04486,1465.41,0
U00991,B04487,1168.06,0
U00575,B04488,5187.23,0
U00664,B04489,2325.55,0
U00890,B04490,7650.17,1
U00665,B04491,51.25,0
U00210,B04492,1247.82,0
U00942,B04493,1687.31,0
U00714,B04494,3759.33,0
U00926,B04495,677.71,0
U00406,B04496,876.9,0
U00837,B04497,16030.79,1
U00980,B04498,9249.61,0
U00349,B04499,2863.59,0
U00136,B04500,1575.58,0
U00437,B04501,1933.19,0
U00927,B04502,60426.31,1
U00734,B04503,276.1,0
U00983,B04504,2308.57,0
U00303,B04505,7595.53,0
U00624,B04506,17306.74,1
U00347,B04507,202.46,0
U00610,B04508,2114.97,0
U00285,B04509,59625.23,1
U00907,B04510,6424.18,1
U00948,B04511,2327.34,0
U00014,B04512,1032.52,0
U00668,B04513,2517.23,0
U00953,B04514,1093.66,0
U00256,B04515,24844.97,1
U00903,B04516,31143.41,1
U00733,B04517,517.92,0
U00451,B04518,17118.94,1
U00744,B04519,15835.92,1
U00981,B04520,75824.66,1
U00886,B04521,2712.56,0
U00700,B04522,7011.02,0
U00097,B04523,16109.92,1
U00098,B04524,932.12,0
U00158,B04525,22219.41,1
U00037,B04526,665.98,0
U00866,B04527,61127.96,1
U00865,B04528,1351.44,0
U00363,B04529,3049.17,0
U00189,B04530,1291.48,0
U00605,B04531,4103.55,0
U00081,B04532,4558.18,0
U00550,B04533,60708.63,1
U00030,B04534,32220.35,1
U00815,B04535,2005.12,0
U00621,B04536,2943.09,0
U00849,B04537,12778.92,1
U00514,B04538,141.38,0
U00087,B04539,31197.0,1
U00660,B04540,853.76,0
U00353,B04541,5566.94,0
U00948,B04542,26272.91,1
U00154,B04543,8582.06,1
U00230,B04544,2131.73,0
U00333,B04545,287.92,0
U00638,B04546,1374.19,0
U00989,B04547,523.74,0
U00992,B04548,885.21,0
U00348,B04549,978.17,0
U00942,B04550,326.27,0
U00942,B04551,3358.1,0
U00637,B04552,273.29,0
U00839,B04553,177.81,0
U00302,B04554,289.32,0
U00209,B04555,733.83,0
U00124,B04556,2557.66,0
U00668,B04557,6496.21,0
U00704,B04558,4339.82,1
U00669,B04559,827.95,0
U00012,B04560,98575.13,1
U00185,B04561,4910.55,0
U00083,B04562,5938.73,0
U00922,B04563,237.39,0
U00329,B04564,1455.3,0
U00259,B04565,75272.69,1
U00070,B04566,1396.97,0
U00775,B04567,4100.46,0
U00772,B04568,1429.9,0
U00813,B04569,7529.84,1
U00498,B04570,1529.42,0
U00801,B04571,188.07,0
U00701,B04572,2263.19,0
U00152,B04573,21637.28,1
U00646,B04574,10623.41,1
U00904,B04575,3009.33,0
U00509,B04576,2189.07,0
U00624,B04577,94689.64,1
U00622,B04578,726.97,0
U00222,B04579,22411.66,1
U00664,B04580,1095.11,0
U00067,B04581,5632.99,0
U00447,B04582,13262.82,1
U00256,B04583,483.28,0
U00429,B04584,67486.98,1
U00283,B04585,32311.0,1
U00270,B04586,97131.52,1
U00990,B04587,2116.64,0
U00522,B04588,4331.98,0
U00123,B04589,26012.53,1
U00462,B04590,103.81,0
U00536,B04591,612.12,0
U00445,B04592,766.48,0
U00482,B04593,2527.24,0
U00304,B04594,1250.68,0
U00941,B04595,1308.89,0
U00121,B04596,766.53,0
U00046,B04597,5574.78,1
U00697,B04598,1161.56,0
U00395,B04599,25327.19,1
U00437,B04600,78.46,0
U00875,B04601,920.54,0
U00741,B04602,415.32,0
U00738,B04603,1595.88,0
U00981,B04604,21163.3,1
U00726,B04605,1922.01,0
U00029,B04606,19473.46,1
U00882,B04607,4167.19,0
U00522,B04608,9843.21,1
U00741,B04609,2431.26,0
U00454,B04610,3317.79,0
U00952,B04611,786.57,0
U00900,B04612,38505.62,1
U00159,B04613,26001.55,1
U00168,B04614,17000.56,1
U00757,B04615,1479.48,0
U00326,B04616,1723.38,0
U00985,B04617,1053.19,0
U00472,B04618,275.19,0
U00045,B04619,1464.03,0
U00453,B04620,1387.95,0
U00301,B04621,1511.12,0
U00044,B04622,19175.63,1
U00930,B04623,7354.07,1
U00073,B04624,2041.3,0
U00182,B04625,2698.96,0
U00825,B04626,251.72,0
U00386,B04627,31482.72,1
U00269,B04628,2559.81,0
U00962,B04629,43850.62,1
U00111,B04630,20238.08,1
U00210,B04631,145.07,0
U00075,B04632,579.84,0
U00003,B04633,1361.52,0
U00025,B04634,853.41,0
U00359,B04635,60445.81,1
U00567,B04636,952.85,0
U00903,B04637,550.07,0
U00596,B04638,717.59,0
U00676,B04639,318.44,0
U00847,B04640,3722.09,0
U00451,B04641,66806.18,1
U00218,B04642,2212.74,0
U00141,B04643,24441.06,1
U00332,B04644,7801.24,1
U00377,B04645,5381.22,0
U00835,B04646,984.19,0
U00218,B04647,2169.12,0
U00527,B04648,8679.93,1
U00273,B04649,44110.4,1
U00353,B04650,2824.35,0
U00481,B04651,95.57,0
U00571,B04652,3188.78,0
U00934,B04653,2411.62,0
U00645,B04654,352.31,0
U00454,B04655,1357.83,0
U00295,B04656,23159.98,1
U00849,B04657,1418.02,0
U00343,B04658,9965.65,1
U00471,B04659,2593.06,0
U00039,B04660,13642.33,1
U00371,B04661,1022.48,0
U00709,B04662,1245.78,0
U00095,B04663,567.02,0
U00059,B04664,1167.83,0
U00759,B04665,671.88,0
U00953,B04666,7319.38,0
U00754,B04667,3366.58,0
U00490,B04668,849.56,0
U00391,B04669,17230.25,1
U00339,B04670,239.88,0
U00758,B04671,1876.4,0
U00915,B04672,86472.84,1
U00803,B04673,96519.68,1
U00568,B04674,26081.29,1
U00643,B04675,611.11,0
U00678,B04676,95691.11,1
U00495,B04677,13074.41,1
U00767,B04678,2062.33,0
U00682,B04679,2286.89,0
U00722,B04680,9696.94,1
U00634,B04681,6908.92,0
U00281,B04682,7979.45,1
U00533,B04683,273.38,0
U00971,B04684,50891.3,1
U00748,B04685,3627.68,0
U00470,B04686,1046.61,0
U00248,B04687,28972.59,1
U00581,B04688,7207.84,1
U00443,B04689,467.91,0
U00102,B04690,611.4,0
U00017,B04691,15619.94,1
U00470,B04692,1095.56,0
U00959,B04693,9.24,0
U00474,B04694,178.15,0
U00120,B04695,943.14,0
U00658,B04696,588.09,0
U00439,B04697,1348.61,0
U00860,B04698,3040.28,0
U00541,B04699,2350.55,0
U00514,B04700,1055.74,0
U00043,B04701,809.14,0
U00197,B04702,18780.78,1
U00096,B04703,387.8,0
U00869,B04704,39905.41,1
U00701,B04705,418.78,0
U00332,B04706,317.78,0
U00980,B04707,2866.18,0
U00112,B04708,4004.22,0
U00054,B04709,14.56,0
U00486,B04710,774.53,0
U00442,B04711,6139.93,0
U00323,B04712,1139.19,0
U00240,B04713,7681.3,0
U00261,B04714,9908.72,1
U00689,B04715,117.98,0
U00995,B04716,3418.23,0
U00895,B04717,3255.58,0
U00470,B04718,1176.67,0
U00439,B04719,878.67,0
U00986,B04720,46533.62,1
U00414,B04721,1473.47,0
U00987,B04722,3744.32,0
U00951,B04723,312.87,0
U00493,B04724,162.26,0
U00496,B04725,6671.87,1
U00688,B04726,33217.42,1
U00860,B04727,1572.51,0
U00825,B04728,8552.89,0
U00475,B04729,1425.79,0
U00388,B04730,149.42,0
U00545,B04731,92276.94,1
U00403,B04732,620.13,0
U00348,B04733,2393.05,0
U00667,B04734,8489.17,1
U00302,B04735,9697.52,0
U00608,B04736,289.6,0
U00946,B04737,47428.0,1
U00961,B04738,5813.68,0
U00977,B04739,1551.03,0
U00158,B04740,9125.42,1
U00699,B04741,2639.74,0
U00201,B04742,840.13,0
U00770,B04743,174.03,0
U00954,B04744,3429.93,0
U00013,B04745,464.63,0
U00965,B04746,2368.44,0
U00561,B04747,9168.24,1
U00991,B04748,1884.09,0
U00500,B04749,5092.53,0
U00636,B04750,41615.46,1
U00880,B04751,50622.8,1
U00112,B04752,3347.8,0
U00598,B04753,356.52,0
U00595,B04754,2321.31,0
U00892,B04755,94678.9,1
U00284,B04756,54901.82,1
U00401,B04757,2711.54,0
U00450,B04758,2933.74,0
U00780,B04759,6692.54,1
U00862,B04760,498.79,0
U00414,B04761,4275.73,0
U00574,B04762,1995.76,0
U00490,B04763,2019.31,0
U00375,B04764,9410.76,0
U00989,B04765,576.16,0
U00806,B04766,1554.28,0
U00265,B04767,2159.55,1
U00374,B04768,9163.73,1
U00531,B04769,803.38,0
U00232,B04770,228.95,0
U00564,B04771,1810.86,0
U00634,B04772,2531.94,0
U00951,B04773,2558.02,0
U00587,B04774,1403.58,0
U00344,B04775,8075.93,0
U00091,B04776,3374.17,0
U00287,B04777,9098.08,0
U00151,B04778,3690.91,0
U00234,B04779,6155.31,1
U00043,B04780,52884.63,1
U00877,B04781,385.75,0
U00262,B04782,487.14,0
U00831,B04783,35630.11,1
U00854,B04784,9417.06,1
U00953,B04785,5456.61,1
U00277,B04786,330.21,0
U00550,B04787,12029.67,1
U00020,B04788,605.63,0
U00295,B04789,17444.44,1
U00567,B04790,16128.22,1
U00316,B04791,11913.02,1
U00999,B04792,1868.82,0
U00350,B04793,159.25,0
U00380,B04794,353.64,0
U00828,B04795,312.71,0
U00456,B04796,769.36,0
U00172,B04797,4733.27,0
U00395,B04798,3568.68,0
U00861,B04799,301.89,0
U00029,B04800,145.11,0
U00006,B04801,4751.11,1
U00658,B04802,8815.8,0
U00207,B04803,316.5,0
U00653,B04804,6316.4,0
U00611,B04805,659.78,0
U00860,B04806,9064.99,1
U00678,B04807,70993.9,1
U00695,B04808,44267.97,1
U00364,B04809,1583.95,0
U00106,B04810,16001.66,1
U00889,B04811,4674.3,0
U00357,B04812,778.99,0
U00395,B04813,2863.28,0
U00769,B04814,264.41,0
U00751,B04815,13410.36,1
U00090,B04816,1970.12,0
U00296,B04817,11072.21,1
U00939,B04818,2838.12,0
U00415,B04819,4506.62,0
U00058,B04820,706.14,0
U00817,B04821,5339.44,0
U00211,B04822,1052.43,0
U00877,B04823,80808.25,1
U00534,B04824,1893.5,0
U00016,B04825,786.76,0
U00387,B04826,2648.66,0
U00969,B04827,14206.85,1
U00638,B04828,28799.25,1
U00382,B04829,20470.41,1
U00313,B04830,12985.63,1
U00363,B04831,666.94,0
U00634,B04832,613.87,0
U00514,B04833,116.32,0
U00190,B04834,193.53,0
U00151,B04835,1920.38,0
U00656,B04836,666.09,0
U00945,B04837,621.2,0
U00674,B04838,1763.42,0
U00087,B04839,1588.14,0
U00288,B04840,18784.4,1
U00878,B04841,1003.21,0
U00817,B04842,373.6,0
U00244,B04843,111.89,0
U00464,B04844,3904.14,0
U00237,B04845,14427.62,1
U00726,B04846,5408.78,0
U00005,B04847,38364.56,1
U00810,B04848,75417.56,1
U00883,B04849,1737.6,0
U00891,B04850,202.8,0
U00420,B04851,4623.76,0
U00982,B04852,74028.85,1
U00523,B04853,946.61,0
U00652,B04854,5295.59,0
U00813,B04855,205.98,0
U00998,B04856,2103.02,0
U00411,B04857,719.65,0
U00963,B04858,4800.68,1
U00838,B04859,4043.13,0
U00698,B04860,4227.74,0
U00566,B04861,734.97,0
U00746,B04862,24.46,0
U00449,B04863,1879.58,0
U00230,B04864,31322.88,1
U00882,B04865,1867.02,0
U00747,B04866,87239.06,1
U00597,B04867,77960.63,1
U00257,B04868,1273.77,0
U00851,B04869,3085.82,0
U00741,B04870,5466.76,1
U00028,B04871,3264.93,0
U00226,B04872,158.15,0
U00553,B04873,925.94,0
U00086,B04874,901.41,0
U00673,B04875,2108.09,0
U00498,B04876,2280.71,0
U00471,B04877,24374.65,1
U00765,B04878,1267.07,0
U00502,B04879,11234.94,0
U00207,B04880,2560.2,0
U00052,B04881,6679.2,1
U00645,B04882,163.66,0
U00159,B04883,349.01,0
U00059,B04884,47786.97,1
U00919,B04885,786.31,0
U00051,B04886,15865.19,1
U00234,B04887,353.16,0
U00786,B04888,9897.67,1
U00882,B04889,721.51,0
U00445,B04890,429.7,0
U00971,B04891,62036.61,1
U00487,B04892,1693.4,0
U00670,B04893,540.44,0
U00002,B04894,624.49,0
U00901,B04895,7367.83,1
U00578,B04896,1169.58,0
U00839,B04897,105.31,0
U00170,B04898,3927.69,0
U00765,B04899,1028.52,0
U00440,B04900,969.31,0
U00622,B04901,11098.74,1
U00141,B04902,5111.14,0
U00992,B04903,13189.57,1
U00363,B04904,2494.05,0
U00619,B04905,2588.94,0
U00597,B04906,119.27,0
U00717,B04907,1254.73,0
U00211,B04908,74.96,0
U00487,B04909,16625.16,1
U00561,B04910,5666.94,0
U00356,B04911,81813.83,1
U00962,B04912,5288.26,1
U00486,B04913,921.1,0
U00217,B04914,462.6,0
U00787,B04915,1785.97,0
U00951,B04916,104.18,0
U00653,B04917,131.56,0
U00771,B04918,1277.96,0
U00891,B04919,6295.03,0
U00176,B04920,37778.18,1
U00159,B04921,3265.8,0
U00186,B04922,32344.78,1
U00026,B04923,1082.32,0
U00216,B04924,33869.85,1
U00899,B04925,1556.44,1
U00755,B04926,12490.14,1
U00501,B04927,714.01,0
U00438,B04928,20310.79,1
U00082,B04929,885.74,0
U00739,B04930,114.69,0
U00604,B04931,3392.98,0
U00067,B04932,5168.22,0
U00721,B04933,1252.52,0
U00446,B04934,735.28,0
U00728,B04935,494.55,0
U00327,B04936,25883.47,1
U00164,B04937,27002.77,1
U00870,B04938,6932.52,1
U00149,B04939,1316.86,0
U00868,B04940,2877.23,0
U00714,B04941,1881.26,0
U00123,B04942,17762.93,1
U00586,B04943,44293.36,1
U00718,B04944,372.43,0
U00504,B04945,1549.33,0
U00751,B04946,3004.32,0
U00866,B04947,476.31,0
U00368,B04948,2617.82,0
U00653,B04949,66213.87,1
U00121,B04950,3641.49,0
U00739,B04951,2087.43,0
U00458,B04952,103.08,0
U00896,B04953,1504.12,0
U00763,B04954,3004.89,0
U00646,B04955,3571.16,0
U00350,B04956,2651.08,0
U00066,B04957,1157.65,0
U00429,B04958,1179.52,0
U00449,B04959,1521.97,0
U00835,B04960,334.65,0
U00427,B04961,601.83,0
U00943,B04962,270.14,0
U00184,B04963,1337.22,0
U00090,B04964,36937.64,1
U00786,B04965,4828.36,1
U00438,B04966,318.2,0
U00768,B04967,379.19,0
U00042,B04968,4463.78,0
U00467,B04969,3652.04,0
U00408,B04970,30475.17,1
U00523,B04971,1772.19,0
U00785,B04972,2236.81,0
U00155,B04973,1099.83,0
U00083,B04974,496.92,0
U00325,B04975,1943.78,0
U00743,B04976,2471.89,0
U00118,B04977,3022.66,1
U00787,B04978,1037.88,0
U00629,B04979,377.42,0
U00094,B04980,37604.24,1
U00729,B04981,3511.86,0
U00519,B04982,1669.85,0
U00549,B04983,13459.42,1
U00360,B04984,5680.94,0
U00113,B04985,25289.22,1
U00990,B04986,542.18,0
U00265,B04987,17411.53,1
U00218,B04988,3811.02,0
U00973,B04989,84022.98,1
U00640,B04990,99488.83,1
U00067,B04991,1523.3,0
U00024,B04992,592.31,0
U00775,B04993,62.85,0
U00261,B04994,24900.44,1
