Transaction_ID,User_ID,Amount,Time,Location,Device_Type,Transaction_Mode,Frequency_in_24hrs,Beneficiary_Account_Age,Beneficiary_ID,IP_Address,User_Account_Age_Days,Transaction_Success,Login_Attempts_24hrs,Device_Change_Flag,Location_Change_Flag,App_Version,OS_Version,Transaction_Velocity,Attempt_to_Beneficiary_Ratio,Is_QR_Manipulated,Linked_Bank,Link_Clicked_From,Fraud_Type,Is_Fraud,Transaction_Date
TXN003644,U00778,3577.8,22:26,Lucknow,Mobile,UPI QR Code,2,4 years,B03644,192.168.17.253,1581,1,1,0,0,2.2.0,Android-14,2,0.22503077320058235,0,SBI,Messaging App,None,0,2025-02-04 17:55:04.656906
TXN003645,U00744,1221.9,20:10,Chennai,Mobile,UPI ID,2,8 years,B03645,192.168.221.251,267,1,1,0,0,3.8.9,Android-15,3,0.4321481249845509,0,HDFC,Email,None,0,2025-02-24 19:07:04.656906
TXN003646,U00033,3923.55,22:26,Jaipur,IoT Device,UPI ID,3,0,B03646,192.168.155.247,0,1,0,0,0,5.6.8,MacOS-12,0,0.0,0,Kotak,Messaging App,Social_Engineering,1,2025-01-31 08:13:04.656906
TXN003647,U00781,3196.42,00:41,Hyderabad,IoT Device,UPI QR Code,3,4 years,B03647,192.168.226.17,1758,1,1,0,0,4.0.6,MacOS-12,6,0.38688895090538267,0,Axis,Messaging App,None,0,2025-02-25 12:48:04.656906
TXN003648,U00844,11691.0,17:12,Ahmedabad,Tablet,UPI ID,0,4 days,B03648,192.168.172.251,0,1,0,0,0,4.0.4,Windows-10,0,0.0,0,Yes Bank,SMS,Deepfake_Impersonation,1,2025-02-05 02:03:04.656906
TXN003649,U00139,490.49,02:46,Kanpur,Mobile,UPI ID,2,9 years,B03649,192.168.227.16,233,1,1,0,0,1.6.2,Android-15,4,0.3543123788878797,0,ICICI,Social Media,None,0,2025-02-20 16:11:04.656906
TXN003650,U00160,752.36,14:51,Nagpur,IoT Device,UPI Phone No,1,8 years,B03650,192.168.73.224,1073,1,2,0,0,4.4.2,iOS-8,1,0.4513933439897059,0,ICICI,SMS,None,0,2025-02-27 00:09:04.656906
TXN003651,U00104,248.63,10:07,Kanpur,Tablet,UPI QR Code,1,9 years,B03651,192.168.105.245,1021,1,1,0,0,1.7.1,Windows-10,2,0.40421927257698276,0,SBI,Messaging App,None,0,2025-02-09 11:30:04.656906
TXN003652,U00441,2147.93,08:36,Kolkata,Tablet,UPI QR Code,6,10 years,B03652,192.168.190.81,550,1,1,0,0,1.8.6,MacOS-10,1,0.11276887731939773,0,ICICI,Social Media,None,0,2025-02-16 07:09:04.656906
TXN003653,U00695,110.14,14:28,Bangalore,Tablet,UPI QR Code,2,4 years,B03653,192.168.45.105,864,1,2,0,0,4.8.0,Android-15,3,0.45191663302914964,0,HDFC,Email,None,0,2025-02-21 12:09:04.656906
TXN003654,U00695,19203.85,03:32,Thane,Tablet,UPI QR Code,34,0,B03654,192.168.154.113,0,1,0,0,0,3.0.5,MacOS-15,27,0.0,0,PNB,Social Media,Remote_Access,1,2025-02-15 09:41:04.656906
TXN003655,U00931,17560.49,22:57,Kanpur,Desktop,UPI ID,6,0,B03655,192.168.19.158,0,1,0,0,0,2.0.9,Windows-11,0,0.0,0,Kotak,Social Media,Social_Engineering,1,2025-01-30 12:11:04.656906
TXN003656,U00385,1232.86,01:47,Kanpur,Mobile,UPI QR Code,3,5 years,B03656,192.168.181.81,1584,1,2,0,0,4.6.3,Android-14,5,0.4027859484025983,0,ICICI,Email,None,0,2025-02-23 07:07:04.656906
TXN003657,U00044,1240.87,18:34,Mumbai,Tablet,UPI Intent,0,7 years,B03657,192.168.102.111,1966,1,1,0,0,2.4.3,iOS-15,7,0.22466350050661466,0,Yes Bank,Email,None,0,2025-02-17 13:44:04.656906
TXN003658,U00839,1391.07,11:14,Kolkata,Desktop,UPI ID,4,1 years,B03658,192.168.231.227,1485,1,1,0,0,3.2.1,Android-10,4,0.2461664257235214,0,PNB,Email,None,0,2025-02-19 11:49:04.656906
TXN003659,U00694,98.0,07:03,Lucknow,IoT Device,UPI Phone No,2,6 years,B03659,192.168.47.242,1021,1,1,0,0,5.6.3,MacOS-11,5,0.24536072969144446,0,PNB,SMS,None,0,2025-02-22 00:46:04.656906
TXN003660,U00862,7291.72,06:54,Hyderabad,IoT Device,UPI Intent,24,0,B03660,192.168.171.64,0,1,5,1,1,2.0.0,Android-11,0,0.0,0,SBI,Email,SIM_Swap,1,2025-02-03 07:24:04.656906
TXN003661,U00665,2725.42,22:37,Mumbai,Mobile,UPI ID,4,9 years,B03661,192.168.3.28,817,1,2,0,0,3.2.5,MacOS-15,9,0.4101059393030916,0,ICICI,Social Media,None,0,2025-02-23 07:54:04.656906
TXN003662,U00545,2775.29,11:21,Indore,Desktop,UPI QR Code,0,8 years,B03662,192.168.107.54,1970,1,1,0,0,3.0.4,iOS-13,3,0.42526175324864857,0,HDFC,Social Media,None,0,2025-02-12 12:45:04.656906
TXN003663,U00687,519.49,15:35,Hyderabad,Mobile,UPI Intent,3,6 years,B03663,192.168.149.228,115,1,2,0,0,1.2.6,Windows-14,2,0.321844024974304,0,Yes Bank,Messaging App,None,0,2025-02-11 17:12:04.656906
TXN003664,U00484,29818.53,10:53,Bangalore,IoT Device,UPI Link,23,0,B03664,192.168.168.93,0,1,0,0,0,3.0.0,Windows-13,26,0.0,0,HDFC,Messaging App,Remote_Access,1,2025-03-01 03:04:04.656906
TXN003665,U00986,1145.65,23:33,Delhi,IoT Device,UPI ID,4,0,B03665,192.168.207.31,0,1,0,0,0,2.6.0,Windows-9,0,0.0,0,SBI,Email,Social_Engineering,1,2025-02-01 19:03:04.656906
TXN003666,U00883,1218.84,19:19,Kanpur,Tablet,UPI QR Code,1,6 years,B03666,192.168.226.62,1044,1,2,0,0,4.6.4,MacOS-12,4,0.18969740523428458,0,ICICI,Social Media,None,0,2025-02-13 17:20:04.656906
TXN003667,U00266,17233.07,08:45,Jaipur,Desktop,UPI QR Code,13,26 days,B03667,192.168.17.110,0,1,0,0,0,2.6.4,Android-8,0,0.0,1,PNB,Social Media,Phishing,1,2025-02-04 22:35:04.656906
TXN003668,U00202,447.86,08:52,Ahmedabad,Desktop,UPI QR Code,2,8 years,B03668,192.168.144.173,959,1,2,0,0,2.5.1,Android-13,9,0.2558500946004272,0,Yes Bank,SMS,None,0,2025-02-16 17:06:04.656906
TXN003669,U00317,2455.39,01:36,Chennai,Mobile,UPI Phone No,3,1 years,B03669,192.168.78.66,1731,1,1,0,0,5.5.6,iOS-8,5,0.12717384677836419,0,ICICI,Social Media,None,0,2025-02-06 09:52:04.656906
TXN003670,U00253,919.33,19:47,Thane,IoT Device,UPI Phone No,1,6 years,B03670,192.168.64.102,711,1,1,0,0,1.0.0,Android-10,2,0.3555800888332913,0,HDFC,Messaging App,None,0,2025-02-21 14:10:04.656906
TXN003671,U00214,11178.33,11:05,Ahmedabad,Desktop,UPI Link,14,0,B03671,192.168.201.151,0,1,7,1,1,5.5.5,iOS-9,0,0.0,0,Axis,Social Media,SIM_Swap,1,2025-02-11 03:39:04.656906
TXN003672,U00001,14539.21,17:08,Kolkata,Desktop,UPI QR Code,23,0,B03672,192.168.52.0,0,1,5,1,1,1.0.3,Windows-10,0,0.0,0,Yes Bank,Direct,SIM_Swap,1,2025-02-21 14:39:04.656906
TXN003673,U00041,193.61,14:26,Pune,Tablet,UPI Intent,2,6 years,B03673,192.168.28.5,1844,1,1,0,0,1.2.0,iOS-14,4,0.2426239186345261,0,HDFC,Direct,None,0,2025-02-25 08:30:04.656906
TXN003674,U00217,303.23,18:49,Nagpur,Desktop,UPI Phone No,2,4 years,B03674,192.168.172.230,1943,1,1,0,0,3.8.0,Android-8,7,0.14962555595016644,0,Axis,Social Media,None,0,2025-02-23 11:48:04.656906
TXN003675,U00082,1288.52,08:44,Lucknow,Tablet,UPI Intent,5,7 years,B03675,192.168.108.45,688,1,2,0,0,4.3.0,Windows-12,6,0.2772710932649811,0,SBI,Social Media,None,0,2025-02-24 21:47:04.656906
TXN003676,U00548,3327.56,07:14,Nagpur,Mobile,UPI QR Code,4,4 years,B03676,192.168.180.91,1887,1,2,0,0,2.9.6,iOS-8,8,0.10082209630016413,0,ICICI,Direct,None,0,2025-01-31 05:53:04.656906
TXN003677,U00125,2690.92,18:43,Thane,Mobile,UPI Phone No,0,3 years,B03677,192.168.85.215,861,1,1,0,0,1.0.0,Windows-14,5,0.3192754301768236,0,ICICI,Direct,None,0,2025-02-19 12:55:04.656906
TXN003678,U00636,16.78,13:45,Nagpur,Mobile,UPI Link,3,4 years,B03678,192.168.41.54,299,1,2,0,0,3.9.3,MacOS-13,8,0.3381051417187615,0,HDFC,SMS,None,0,2025-02-01 12:48:04.656906
TXN003679,U00944,30294.11,23:43,Indore,Desktop,UPI Link,19,0,B03679,192.168.1.247,0,1,8,1,1,1.1.7,iOS-12,0,0.0,0,HDFC,Email,SIM_Swap,1,2025-02-17 07:45:04.656906
TXN003680,U00995,64410.69,07:52,Ahmedabad,Desktop,UPI ID,2,8 days,B03680,192.168.43.245,0,1,0,0,0,1.2.8,iOS-15,0,0.0,0,SBI,Direct,Deepfake_Impersonation,1,2025-02-26 20:21:04.656906
TXN003681,U00732,1618.22,06:08,Pune,IoT Device,UPI Intent,1,7 years,B03681,192.168.74.150,926,1,2,0,0,5.4.5,Windows-10,1,0.40848462753592607,0,HDFC,Direct,None,0,2025-02-11 22:27:04.656906
TXN003682,U00566,521.04,12:22,Bangalore,Tablet,UPI QR Code,1,3 years,B03682,192.168.197.30,1995,1,1,0,0,5.6.4,MacOS-13,2,0.24307687228576833,0,PNB,Messaging App,None,0,2025-02-26 01:07:04.656906
TXN003683,U00164,236.37,00:16,Kolkata,Mobile,UPI Link,3,6 years,B03683,192.168.20.216,843,1,1,0,0,4.3.0,Android-11,1,0.12479136434286141,0,ICICI,Direct,None,0,2025-02-23 17:17:04.656906
TXN003684,U00788,1721.75,19:21,Nagpur,Desktop,UPI Link,3,7 years,B03684,192.168.195.108,981,1,1,0,0,4.6.5,Windows-12,1,0.1668366143329697,0,ICICI,Messaging App,None,0,2025-02-24 20:00:04.656906
TXN003685,U00400,21562.39,00:25,Bangalore,Tablet,UPI Link,22,0,B03685,192.168.225.162,0,1,8,1,1,3.3.7,MacOS-11,0,0.0,0,Kotak,SMS,SIM_Swap,1,2025-02-23 19:28:04.656906
TXN003686,U00150,1311.76,07:22,Bangalore,Desktop,UPI QR Code,3,1 years,B03686,192.168.93.229,782,1,1,0,0,1.6.8,Windows-8,7,0.38109859411106284,0,Yes Bank,Direct,None,0,2025-02-03 01:26:04.656906
TXN003687,U00668,22415.44,23:57,Pune,Desktop,UPI ID,8,0,B03687,192.168.239.28,0,1,0,0,0,3.7.7,iOS-11,0,0.0,0,Axis,SMS,Social_Engineering,1,2025-02-17 03:02:04.656906
TXN003688,U00038,14933.24,21:05,Delhi,Tablet,UPI ID,1,0,B03688,192.168.44.123,0,1,0,0,0,3.4.0,iOS-8,0,0.0,0,ICICI,Email,Social_Engineering,1,2025-01-31 12:50:04.656906
TXN003689,U00508,3337.44,03:06,Delhi,Tablet,UPI Intent,4,7 years,B03689,192.168.106.241,1787,1,2,0,0,4.5.6,MacOS-12,9,0.10000820057375864,0,ICICI,Messaging App,None,0,2025-02-08 09:43:04.656906
TXN003690,U00443,613.33,19:59,Bangalore,IoT Device,UPI Link,6,9 years,B03690,192.168.205.48,247,1,2,0,0,5.9.5,Windows-12,9,0.37149215139502856,0,Kotak,Messaging App,None,0,2025-02-13 13:58:04.656906
TXN003691,U00122,17775.8,08:36,Ahmedabad,Mobile,UPI Phone No,24,0,B03691,192.168.24.150,0,1,0,0,0,3.0.4,Windows-12,26,0.0,0,Axis,Messaging App,Remote_Access,1,2025-02-23 01:22:04.656906
TXN003692,U00895,471.07,05:03,Kolkata,Mobile,UPI Intent,2,1 years,B03692,192.168.58.121,500,1,2,0,0,4.2.9,iOS-11,8,0.18029633076506082,0,Axis,Messaging App,None,0,2025-02-21 03:25:04.656906
TXN003693,U00966,917.1,20:40,Hyderabad,IoT Device,UPI Phone No,8,1 years,B03693,192.168.87.237,1149,1,2,0,0,3.1.3,Android-9,5,0.39841345519921734,0,SBI,Direct,None,0,2025-02-08 18:18:04.656906
TXN003694,U00055,1972.94,08:04,Surat,IoT Device,UPI QR Code,1,5 years,B03694,192.168.21.55,1048,1,1,0,0,5.1.3,Android-9,4,0.4572780180167214,0,PNB,Email,None,0,2025-02-23 17:12:04.656906
TXN003695,U00453,3634.92,17:18,Ahmedabad,IoT Device,UPI Link,4,2 years,B03695,192.168.142.52,1213,1,1,0,0,4.7.0,iOS-14,9,0.3518448019561605,0,SBI,Email,None,0,2025-02-16 16:17:04.656906
TXN003696,U00554,309.14,02:56,Ahmedabad,Mobile,UPI QR Code,5,3 years,B03696,192.168.53.34,301,1,2,0,0,5.4.1,MacOS-10,7,0.28160290946302347,0,Axis,SMS,None,0,2025-02-25 14:17:04.656906
TXN003697,U00439,4755.86,14:41,Kanpur,IoT Device,UPI Link,3,9 years,B03697,192.168.20.178,1876,1,2,0,0,2.3.5,iOS-10,4,0.48932620536311655,0,HDFC,Social Media,None,0,2025-02-01 08:21:04.656906
TXN003698,U00792,16051.1,22:47,Chennai,Desktop,UPI ID,5,0,B03698,192.168.186.189,0,1,0,0,0,1.6.1,Windows-15,0,0.0,0,ICICI,Direct,Social_Engineering,1,2025-02-10 19:19:04.656906
TXN003699,U00510,272.77,14:29,Indore,Tablet,UPI Phone No,2,3 years,B03699,192.168.139.184,1956,1,2,0,0,3.5.1,Android-8,9,0.21182262578240663,0,PNB,SMS,None,0,2025-02-23 04:36:04.656906
TXN003700,U00338,505.44,23:30,Kolkata,Desktop,UPI Intent,3,10 years,B03700,192.168.45.251,1765,1,1,0,0,5.4.5,iOS-11,9,0.3185220377193141,0,SBI,Direct,None,0,2025-02-13 17:12:04.656906
TXN003701,U00239,2344.44,22:13,Chennai,Desktop,UPI ID,3,1 years,B03701,192.168.151.255,1397,1,1,0,0,5.5.4,Windows-13,6,0.10573314030666858,0,SBI,Direct,None,0,2025-01-30 14:52:04.656906
TXN003702,U00011,10196.56,19:25,Mumbai,Tablet,UPI ID,4,0,B03702,192.168.226.28,0,1,0,0,0,5.0.2,Windows-12,0,0.0,0,ICICI,SMS,Social_Engineering,1,2025-02-24 01:20:04.656906
TXN003703,U00266,3492.25,03:53,Nagpur,Tablet,UPI ID,4,10 years,B03703,192.168.120.170,247,1,2,0,0,2.5.0,Windows-11,6,0.21459818710765874,0,Kotak,SMS,None,0,2025-02-11 04:09:04.656906
TXN003704,U00739,4626.14,16:34,Jaipur,Mobile,UPI Intent,2,3 years,B03704,192.168.85.189,362,1,1,0,0,3.3.4,iOS-15,6,0.18209517224442512,0,Yes Bank,SMS,None,0,2025-02-09 20:59:04.656906
TXN003705,U00571,1477.37,08:13,Kanpur,Desktop,UPI QR Code,1,6 years,B03705,192.168.16.89,334,1,1,0,0,3.0.3,Android-9,5,0.4945810885496711,0,Axis,Direct,None,0,2025-02-18 04:09:04.656906
TXN003706,U00870,5223.05,10:05,Hyderabad,Desktop,UPI Phone No,3,3 years,B03706,192.168.107.58,299,1,2,0,0,4.4.3,Windows-14,6,0.22617070373769113,0,HDFC,Direct,None,0,2025-02-11 10:28:04.656906
TXN003707,U00158,26183.49,14:35,Kolkata,Desktop,UPI Link,24,0,B03707,192.168.86.71,0,1,7,1,1,2.0.5,Windows-12,0,0.0,0,Yes Bank,Email,SIM_Swap,1,2025-02-24 15:34:04.656906
TXN003708,U00906,2068.91,12:10,Pune,Desktop,UPI QR Code,4,6 years,B03708,192.168.72.43,1884,1,1,0,0,5.3.7,Windows-9,7,0.38220322113762006,0,HDFC,Messaging App,None,0,2025-02-12 05:18:04.656906
TXN003709,U00396,53536.67,12:42,Jaipur,Tablet,UPI ID,2,1 days,B03709,192.168.110.2,0,1,0,0,0,3.7.0,MacOS-9,0,0.0,0,HDFC,Social Media,Deepfake_Impersonation,1,2025-02-22 11:33:04.656906
TXN003710,U00960,416.67,21:45,Bangalore,IoT Device,UPI Phone No,5,2 years,B03710,192.168.228.76,1096,1,1,0,0,1.3.5,Windows-9,7,0.281901016278323,0,Yes Bank,SMS,None,0,2025-02-25 22:05:04.656906
TXN003711,U00049,6491.55,05:30,Ahmedabad,Tablet,UPI Intent,6,1 years,B03711,192.168.134.126,224,1,2,0,0,5.6.0,iOS-14,6,0.447396979366144,0,Kotak,Direct,None,0,2025-02-12 23:04:04.656906
TXN003712,U00806,157.61,15:26,Indore,Desktop,UPI QR Code,4,7 years,B03712,192.168.168.22,975,1,1,0,0,4.6.6,Windows-8,6,0.34294366714715174,0,PNB,Messaging App,None,0,2025-02-17 06:02:04.656906
TXN003713,U00755,1825.91,20:34,Kolkata,IoT Device,UPI Intent,1,3 years,B03713,192.168.27.35,174,1,1,0,0,4.0.0,iOS-15,1,0.37264172309019616,0,SBI,Messaging App,None,0,2025-02-26 10:11:04.656906
TXN003714,U00667,1248.93,14:53,Jaipur,Desktop,UPI QR Code,3,3 years,B03714,192.168.81.248,345,1,2,0,0,3.5.9,Windows-9,7,0.1880943232447726,0,Kotak,Direct,None,0,2025-02-12 20:15:04.656906
TXN003715,U00075,1868.29,23:40,Kanpur,Desktop,UPI QR Code,5,7 years,B03715,192.168.71.84,1671,1,1,0,0,4.4.2,iOS-11,8,0.3065738329988508,0,Kotak,SMS,None,0,2025-01-31 09:39:04.656906
TXN003716,U00848,3008.66,04:37,Chennai,Mobile,UPI ID,0,7 years,B03716,192.168.132.92,184,1,2,0,0,4.5.6,Android-11,2,0.12416544579111895,0,Kotak,Social Media,None,0,2025-02-20 22:03:04.656906
TXN003717,U00139,4046.24,12:09,Indore,Desktop,UPI QR Code,0,2 years,B03717,192.168.6.54,1151,1,1,0,0,5.4.0,iOS-10,2,0.3150225693668437,0,HDFC,Email,None,0,2025-02-01 00:30:04.656906
TXN003718,U00939,3414.24,19:29,Thane,Desktop,UPI Phone No,2,4 years,B03718,192.168.28.246,931,1,1,0,0,1.8.8,Windows-11,3,0.21030520237786812,0,SBI,Direct,None,0,2025-02-18 00:29:04.656906
TXN003719,U00432,587.32,15:45,Pune,Mobile,UPI Intent,3,8 years,B03719,192.168.227.206,1181,1,1,0,0,5.7.2,Windows-11,5,0.1477704015951117,0,ICICI,Direct,None,0,2025-02-08 20:08:04.656906
TXN003720,U00189,37387.44,20:33,Bangalore,Desktop,UPI Phone No,15,0,B03720,192.168.29.162,0,1,9,1,1,3.1.9,iOS-15,0,0.0,0,HDFC,Direct,SIM_Swap,1,2025-02-13 06:55:04.656906
TXN003721,U00543,1142.91,00:49,Delhi,Desktop,UPI Intent,3,2 years,B03721,192.168.199.45,1251,1,1,0,0,3.2.3,Android-10,1,0.4868868880357684,0,SBI,Direct,None,0,2025-03-01 18:04:04.656906
TXN003722,U00399,3149.77,17:59,Indore,Mobile,UPI Link,2,7 years,B03722,192.168.140.11,1181,1,2,0,0,1.3.9,Android-11,2,0.22153500948067723,0,ICICI,Email,None,0,2025-02-28 22:32:04.656906
TXN003723,U00204,3930.77,21:46,Bangalore,Tablet,UPI QR Code,1,2 years,B03723,192.168.44.27,590,1,1,0,0,5.7.2,iOS-15,2,0.3570441076616677,0,ICICI,Social Media,None,0,2025-01-30 01:20:04.656906
TXN003724,U00530,34167.82,09:17,Ahmedabad,Desktop,UPI Phone No,26,0,B03724,192.168.46.158,0,1,0,0,0,3.0.8,iOS-12,23,0.0,0,SBI,SMS,Remote_Access,1,2025-02-28 16:41:04.656906
TXN003725,U00695,6700.64,03:19,Bangalore,Tablet,UPI QR Code,13,27 days,B03725,192.168.35.67,0,1,0,0,0,3.9.6,iOS-15,0,0.0,1,Yes Bank,SMS,Phishing,1,2025-02-09 18:55:04.656906
TXN003726,U00792,4558.57,19:54,Ahmedabad,IoT Device,UPI ID,3,0,B03726,192.168.182.91,0,1,0,0,0,4.0.2,Android-9,0,0.0,0,ICICI,SMS,Social_Engineering,1,2025-03-01 18:15:04.656906
TXN003727,U00542,215.69,01:25,Kolkata,Tablet,UPI QR Code,1,3 years,B03727,192.168.255.247,352,1,2,0,0,1.2.8,Android-10,6,0.4038189487236876,0,Kotak,Direct,None,0,2025-02-24 02:56:04.656906
TXN003728,U00671,71572.5,09:46,Pune,Desktop,UPI ID,4,1 days,B03728,192.168.203.232,0,1,0,0,0,5.4.2,iOS-9,0,0.0,0,Yes Bank,Social Media,Deepfake_Impersonation,1,2025-02-04 07:58:04.656906
TXN003729,U00293,1027.34,02:01,Kanpur,Tablet,UPI Link,4,7 years,B03729,192.168.177.97,1545,1,2,0,0,4.9.2,iOS-15,4,0.3675979853838326,0,HDFC,SMS,None,0,2025-02-19 00:31:04.656906
TXN003730,U00197,129.18,09:41,Thane,Tablet,UPI Intent,4,9 years,B03730,192.168.159.147,301,1,1,0,0,4.7.2,iOS-13,6,0.48865675462114966,0,HDFC,Messaging App,None,0,2025-01-30 04:39:04.656906
TXN003731,U00448,958.96,09:12,Bangalore,IoT Device,UPI Phone No,4,7 years,B03731,192.168.117.21,1534,1,1,0,0,4.2.0,Android-10,5,0.2068368213346754,0,Kotak,Social Media,None,0,2025-02-18 08:28:04.656906
TXN003732,U00812,19068.87,21:14,Delhi,IoT Device,UPI ID,5,0,B03732,192.168.255.170,0,1,0,0,0,5.4.3,iOS-9,0,0.0,0,ICICI,Email,Social_Engineering,1,2025-02-06 08:04:04.656906
TXN003733,U00781,23736.95,03:06,Mumbai,IoT Device,UPI Phone No,18,0,B03733,192.168.76.252,0,1,9,1,1,3.6.9,Windows-14,0,0.0,0,HDFC,Direct,SIM_Swap,1,2025-02-16 22:08:04.656906
TXN003734,U00527,5559.96,17:06,Indore,Tablet,UPI ID,5,6 years,B03734,192.168.16.138,190,1,1,0,0,1.8.8,Android-9,9,0.23658400291703208,0,Yes Bank,Social Media,None,0,2025-02-05 19:33:04.656906
TXN003735,U00158,1103.01,04:08,Surat,Desktop,UPI Intent,3,3 years,B03735,192.168.43.73,1357,1,1,0,0,1.1.4,MacOS-14,7,0.43528168715001925,0,PNB,Direct,None,0,2025-02-12 15:33:04.656906
TXN003736,U00114,22837.54,04:10,Lucknow,Mobile,UPI ID,1,7 days,B03736,192.168.124.89,0,1,0,0,0,3.0.4,Android-13,0,0.0,0,Yes Bank,Direct,Deepfake_Impersonation,1,2025-02-19 17:18:04.656906
TXN003737,U00303,2194.73,01:42,Surat,IoT Device,UPI Link,3,10 years,B03737,192.168.169.34,1844,1,2,0,0,2.2.5,Windows-12,3,0.12353018783146115,0,Yes Bank,Direct,None,0,2025-02-16 12:03:04.656906
TXN003738,U00648,1227.6,01:55,Surat,Desktop,UPI Phone No,6,1 years,B03738,192.168.216.254,857,1,2,0,0,1.0.8,Windows-15,2,0.3286245028150204,0,HDFC,Direct,None,0,2025-02-24 07:18:04.656906
TXN003739,U00615,115.8,04:20,Bangalore,Tablet,UPI Intent,3,2 years,B03739,192.168.72.148,1598,1,1,0,0,1.1.1,Android-9,9,0.4267315288954886,0,Yes Bank,SMS,None,0,2025-02-21 23:32:04.656906
TXN003740,U00092,20075.75,23:43,Bangalore,Tablet,UPI ID,1,10 days,B03740,192.168.4.210,0,1,0,0,0,5.0.0,Windows-9,0,0.0,0,Axis,Email,Deepfake_Impersonation,1,2025-01-30 12:00:04.656906
TXN003741,U00203,385.66,03:46,Indore,IoT Device,UPI Phone No,4,7 years,B03741,192.168.198.187,539,1,2,0,0,1.7.8,MacOS-15,3,0.30394066703419653,0,SBI,Messaging App,None,0,2025-02-03 13:21:04.656906
TXN003742,U00836,756.41,08:29,Kolkata,IoT Device,UPI Link,2,10 years,B03742,192.168.171.250,784,1,2,0,0,3.9.9,Android-12,5,0.4671753524035439,0,ICICI,Social Media,None,0,2025-02-19 16:01:04.656906
TXN003743,U00581,927.26,00:20,Mumbai,Mobile,UPI ID,3,5 years,B03743,192.168.149.199,1207,1,2,0,0,1.2.3,Android-8,8,0.11391934114609717,0,Yes Bank,Messaging App,None,0,2025-03-01 18:43:04.656906
TXN003744,U00245,3083.46,16:08,Kanpur,Desktop,UPI QR Code,0,10 years,B03744,192.168.34.19,987,1,1,0,0,5.7.6,MacOS-11,8,0.43238236866253377,0,Axis,Email,None,0,2025-02-09 12:54:04.656906
TXN003745,U00545,688.23,09:39,Kolkata,Mobile,UPI Intent,3,8 years,B03745,192.168.167.141,748,1,2,0,0,2.9.7,MacOS-12,8,0.16938744656106625,0,SBI,Social Media,None,0,2025-02-14 05:20:04.656906
TXN003746,U00563,963.85,07:54,Thane,Desktop,UPI QR Code,3,3 years,B03746,192.168.211.116,1404,1,2,0,0,3.0.9,MacOS-12,8,0.417021160764272,0,ICICI,SMS,None,0,2025-02-04 09:14:04.656906
TXN003747,U00449,5961.71,08:58,Surat,IoT Device,UPI QR Code,4,7 years,B03747,192.168.146.98,1775,1,1,0,0,2.9.8,Windows-8,8,0.3110830384037018,0,HDFC,Messaging App,None,0,2025-02-03 16:29:04.656906
TXN003748,U00506,146.36,19:07,Delhi,Desktop,UPI Link,4,5 years,B03748,192.168.60.76,405,1,2,0,0,2.9.7,Windows-12,4,0.37792941348866826,0,Axis,Email,None,0,2025-03-01 10:58:04.656906
TXN003749,U00370,16527.32,16:12,Pune,Tablet,UPI QR Code,28,0,B03749,192.168.68.42,0,1,0,0,0,3.0.8,MacOS-13,18,0.0,0,Yes Bank,Social Media,Remote_Access,1,2025-02-10 03:50:04.656906
TXN003750,U00228,44679.7,04:30,Kanpur,Mobile,UPI Intent,26,0,B03750,192.168.101.111,0,1,8,1,1,3.9.9,Windows-15,0,0.0,0,ICICI,Social Media,SIM_Swap,1,2025-02-03 21:14:04.656906
TXN003751,U00506,430.03,01:21,Ahmedabad,Mobile,UPI Phone No,6,1 years,B03751,192.168.147.99,803,1,1,0,0,4.8.3,Windows-15,7,0.45894741942180783,0,ICICI,Direct,None,0,2025-02-04 06:37:04.656906
TXN003752,U00477,37769.46,07:02,Thane,Mobile,UPI Intent,21,0,B03752,192.168.208.102,0,1,4,1,1,2.8.8,MacOS-9,0,0.0,0,ICICI,Messaging App,SIM_Swap,1,2025-02-11 06:53:04.656906
TXN003753,U00394,1189.38,14:55,Thane,Tablet,UPI Phone No,1,2 years,B03753,192.168.11.206,906,1,2,0,0,2.1.9,iOS-9,4,0.4720963138710391,0,HDFC,Direct,None,0,2025-02-16 08:41:04.656906
TXN003754,U00180,1365.21,05:46,Bangalore,Tablet,UPI Intent,0,2 years,B03754,192.168.106.207,527,1,2,0,0,4.3.7,MacOS-13,7,0.137262388133507,0,PNB,Messaging App,None,0,2025-02-09 06:23:04.656906
TXN003755,U00915,76649.45,02:47,Surat,Mobile,UPI ID,4,3 days,B03755,192.168.78.69,0,1,0,0,0,2.1.2,iOS-10,0,0.0,0,PNB,Messaging App,Deepfake_Impersonation,1,2025-02-02 11:21:04.656906
TXN003756,U00010,2111.89,23:58,Thane,Mobile,UPI Phone No,2,5 years,B03756,192.168.164.161,1617,1,2,0,0,4.7.2,Windows-9,8,0.19010378963281793,0,Yes Bank,Direct,None,0,2025-02-21 08:24:04.656906
TXN003757,U00350,699.06,11:39,Nagpur,Desktop,UPI ID,2,9 years,B03757,192.168.239.16,1156,1,2,0,0,2.3.8,iOS-15,2,0.34491453065612615,0,PNB,Direct,None,0,2025-02-13 06:14:04.656906
TXN003758,U00451,1194.32,00:41,Jaipur,Tablet,UPI ID,0,2 years,B03758,192.168.88.238,1328,1,1,0,0,4.0.5,Android-11,7,0.3036194750537203,0,SBI,Messaging App,None,0,2025-02-11 03:31:04.656906
